company,status,board_url,ats_type,jobs_read,source_url,notes,original_reason
University of Oregon,Added and verified,https://careers.pageuppeople.com/726/cw/en-us/listing/,pageup,137,https://careers.uoregon.edu/en-us/listing/,Board registration read back from live database.,no_board_found
Harvey Nash,Further adapter investigation required,,,,https://careers.harveynashusa.com/list-of-open-job-opportunities,,no_url_at_all
Omnissa,Fetch failed during check,,,,https://www.omnissa.com/careers/jobs/ireland-renewals-specialist-french-speaker/,"ReadTimeout: HTTPSConnectionPool(host='www.omnissa.com', port=443): Read timed out. (read timeout=8.0)",no_url_at_all
West Pharmaceutical Services,Further adapter investigation required,,,,https://westpharma.dejobs.org/locations/pennsylvania/jobs/,,no_url_at_all
Zynga,Further adapter investigation required,,,,https://jobs.zynga.com,,no_board_found
Dynatrace,Further adapter investigation required,,,,https://careers.dynatrace.com,,no_board_found
The Catholic University of America,University follow-up required,,,,https://humanresources.catholic.edu/careers/index.html,Corrected officialsource returned HTTP403,no_board_found
INTEGRIS Health,Public portal restricted during check,,,,https://integrishealth.org/careers/why-integris-health,,no_url_at_all
Intellibee Inc,Further adapter investigation required,,,,https://intellibee.my.salesforce-sites.com/apps/jobs?id=a0AUU000008Gk5V2AS,,needs_adapter
Turnberry Solutions,Further adapter investigation required,,,,https://www.turnberrysolutions.com/careers/salesforce/a4cTO000001Iam1YAC/,,no_url_at_all
Navan,Further adapter investigation required,,,,https://navan.com/careers,,no_url_at_all
"Datasoft Technologies, Inc.",Further adapter investigation required,,,,https://www.datasofttechnologies.com/careers,,no_url_at_all
Cerebras Systems,Fetch failed during check,,,,https://careers.cerebrassystems.com,"ConnectTimeout: HTTPSConnectionPool(host='careers.cerebrassystems.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='careers.cerebrassystems.com', port=443) at 0x1",no_board_found
General Dynamics Information Technology,Added and verified,https://gdit.wd5.myworkdayjobs.com/External_Career_Site,workday,1159,https://www.gdit.com/careers/job/c56e996e0/full-stack-software-developer-tssci-with-polygraph/,Board registration read back from live database.,needs_adapter
Hologic,Further adapter investigation required,,,,https://careers.hologic.com,,no_board_found
L.A. Care Health Plan,Added and verified,https://jobs.lacare.org,successfactors,55,https://jobs.lacare.org/job/Los-Angeles-Care-Delivery-Analytics-Data-Analyst-III-CA-90017/1431322200/,Board registration read back from live database.,needs_adapter
Whatnot,Adapter validation unresolved,https://jobs.ashbyhq.com/whatnot,ashby,0,https://jobs.ashbyhq.com/whatnot/daa0bdf2-e91b-4711-8dfa-ec1781ecf6c9?utm_source=5ZdKQw02XN,HTTPError: 404 Client Error: Not Found for url: https://api.ashbyhq.com/posting-api/job-board/whatnot,board_resolved_but_unused
Overhead Door Corporation,Further adapter investigation required,,,,https://www.overheaddoorchicago.com/careers/,,no_url_at_all
WuXi Biologics,Further adapter investigation required,,,,https://www.wuxibiologics.com/join-us-quality-assurance-intern-2/,,no_url_at_all
Clearwater Analytics,Added and verified,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers,workday,278,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---Noida/Data-Analyst---Revenue-Operations_R11938,Board registration read back from live database.,no_url_at_all
Ralph Lauren,Further adapter investigation required,,,,https://careers.ralphlauren.com,,no_board_found
Simpson Thacher & Bartlett LLP,Added and verified,https://stblaw.wd1.myworkdayjobs.com/careers,workday,60,https://www.stblaw.com/your-career/why-simpson-thacher,Board registration read back from live database.,no_url_at_all
The Nature Conservancy,Added and verified,https://nature.wd108.myworkdayjobs.com/ExternalCareers,workday,85,https://careers.tnc.org/us/en?vu=careers,Board registration read back from live database.,no_url_at_all
Sealed Air Corporation,Further adapter investigation required,,,,https://careers.sealedair.com,,no_board_found
TMEIC,Added and verified,https://apply.workable.com/tmeic-corporation-americas,workable,42,https://tmeic.com/careers/,Board registration read back from live database.,no_url_at_all
L.E.K. Consulting,Further adapter investigation required,,,,https://www.lek.com/careers/the-lek-career,,no_url_at_all
The Coca-Cola Company,Added and verified,https://coke.wd1.myworkdayjobs.com/coca-cola-careers,workday,214,https://coke.wd1.myworkdayjobs.com/coca-cola-careers?utm_medium=10588,Board registration read back from live database.,needs_adapter
Deluxe,Further adapter investigation required,,,,https://careers.deluxe.com,,no_board_found
Hyundai AutoEver America,Added and verified,https://hyundaiautoeveramerica.applytojob.com/apply,jazzhr,91,https://hyundaiautoeveramerica.applytojob.com/apply,Board registration read back from live database.,no_url_at_all
"InnoCore Solutions, Inc.",Further adapter investigation required,,,,https://innocorepharma.com/company/careers/,,no_url_at_all
TeleTracking,Added and verified,https://job-boards.greenhouse.io/teletrackingtechnologiesinc,greenhouse,12,https://www.teletracking.com/careers/,Board registration read back from live database.,no_url_at_all
Teksky LLC,Further adapter investigation required,,,,https://www.teksky.com/career/,,no_url_at_all
Vertafore,Further adapter investigation required,,,,https://vertafore.com/careers,,no_url_at_all
Macquarie Group,Adapter validation unresolved,https://recruitment.macquarie.com/en_US/careers/SearchJobs,avature,0,https://careers.macquarie.com,,no_board_found
Central Michigan University,Added and verified,https://www.jobs.cmich.edu/postings/search,peopleadmin,64,https://www.jobs.cmich.edu/,Board registration read back from live database.,no_url_at_all
Synoptek,Further adapter investigation required,,,,https://careers.synoptek.com,,no_board_found
Missouri State University,Added and verified,https://jobs.missouristate.edu/postings/search,peopleadmin,145,https://jobs.missouristate.edu/,Board registration read back from live database.,no_board_found
Rohde & Schwarz,Further adapter investigation required,,,,https://careers.rohde-schwarz.com,,no_board_found
University of Mississippi Medical Center,Added and verified,https://ummc.wd5.myworkdayjobs.com/UMCCareers,workday,539,https://www.umc.edu/HR/Careers/Careers-Workday.html,Board registration read back from live database.,no_url_at_all
Brown Brothers Harriman,Added and verified,https://bbh.wd5.myworkdayjobs.com/BBH,workday,197,https://www.bbh.com/us/en/careers/experienced-professionals.html,Board registration read back from live database.,no_url_at_all
Toyota Material Handling,Fetch failed during check,,,,https://toyotamaterialhandling.com/careers,"SSLError: HTTPSConnectionPool(host='toyotamaterialhandling.com', port=443): Max retries exceeded with url: /careers (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate ",no_url_at_all
Diversified Services Network,Added and verified,https://apply.workable.com/dsn,workable,55,https://apply.workable.com/dsn/j/50FF280DC4,Board registration read back from live database.,needs_adapter
Pacific Gas and Electric Company,Provided URL unavailable,,,,https://jobs.pge.com/job/-/-/29673/100676936608,,no_board_found
"O2 Technologies,Inc",Search leads saved — validation pending,,,,https://www.linkedin.com/company/o2technologies,Search results are unverified leads; no board added.,no_url_at_all
Premier Inc.,Further adapter investigation required,,,,https://www.premier.org.uk/careers/,,no_url_at_all
DICK'S Sporting Goods,Added and verified,https://dickssportinggoods.wd1.myworkdayjobs.com/DSG,workday,1484,https://www.dickssportinggoods.jobs/jobs/brand/DICK%27S-Sporting-Goods/,Board registration read back from live database.,no_url_at_all
Rolls-Royce,Further adapter investigation required,,,,https://careers.rolls-royce.com,,no_board_found
Intralox,Added and verified,https://jobs.intralox.com/en_US/jobsintralox/SearchJobs,avature,111,https://jobs.intralox.com/en_US/jobsintralox,Board registration read back from live database.,no_board_found
Avnet,Further adapter investigation required,,,,https://www.avnet.com/americas/about-avnet/careers/internships-early-grads,,no_url_at_all
Cambia Health Solutions,Added and verified,https://cambiahealth.wd504.myworkdayjobs.com/External,workday,57,https://www.cambiahealth.com/careers/life-at-cambia/,Board registration read back from live database.,no_url_at_all
Pall Corporation,Readable — identity review pending,https://danaher.wd1.myworkdayjobs.com/DanaherJobs,workday,1336,https://www.pall.com/kr/ko/careers.html,,no_url_at_all
Ampcus Inc,Further adapter investigation required,,,,https://www.ampcuscyber.ampcus.com/careers/,,no_url_at_all
FedEx Supply Chain,Readable — identity review pending,https://fedex.wd1.myworkdayjobs.com/FTN_EMEIA_External,workday,8,https://careers.fedex.com/jobs?keyword=shipping+freights,,no_url_at_all
American business solutions inc,Further adapter investigation required,,,,https://absiusa.oorwin.ai/#/careers/index.html/job/details/8121c732fe9c0de7449cc8183caa32decd2a7236?source=indeed&postedby=126,,needs_adapter
International Rescue Committee,Further adapter investigation required,,,,https://rescue.org/careers,,no_url_at_all
Ascensus,Further adapter investigation required,,,,https://careers.ascensus.com,,no_board_found
Harley-Davidson Motor Company,Added and verified,https://jobs.harley-davidson.com,successfactors,76,https://jobs.harley-davidson.com/job/Wauwatosa-Staff-Program-Manager-WI-53208/1422112100/,Board registration read back from live database.,no_url_at_all
"Affiliated Engineers, Inc",Further adapter investigation required,,,,https://jobs.dayforcehcm.com/en-US/facllc/AEI/jobs/695,,needs_adapter
Puget Sound Energy,Added and verified,https://jobs.pse.com,successfactors,42,https://jobs.pse.com/viewalljobs/,Board registration read back from live database.,no_url_at_all
Penske Logistics,Further adapter investigation required,,,,https://www.penskelogistics.com/mexico/en/careers-2655473046,,no_url_at_all
FinThrive,Further adapter investigation required,,,,https://finthrive.com/careers,,no_url_at_all
Baptist Health,Further adapter investigation required,,,,https://jobs.baptisthealthcareers.com/job-posting/?job=BAPTISTCAREERS-63224,,needs_adapter
First American,Further adapter investigation required,,,,https://firstam.com/careers,,no_url_at_all
"Research Foundation for Mental Hygiene, Inc.",Added and verified,https://rfmh.applicantpro.com/jobs/,applicantpro,4,https://corporate.rfmh.org/human_resources/index.asp?page=employmentopportunities,Board registration read back from live database.,no_url_at_all
Diligent,Readable — identity review pending,https://job-boards.greenhouse.io/diligent,greenhouse,5,https://job-boards.greenhouse.io/diligent,,not_attempted
Amtex Systems Inc,Further adapter investigation required,,,,https://us.amtexsystems.com/career-list/business-analyst,,no_url_at_all
Moelis & Company,Added and verified,https://moelis.wd1.myworkdayjobs.com/Experienced-Hires,workday,45,https://www.moelis.com/careers/working-at-moelis/,Board registration read back from live database.,no_url_at_all
Ann & Robert H. Lurie Children's Hospital of Chicago,Added and verified,https://luriechildrens.wd1.myworkdayjobs.com/externalportal,workday,169,https://jobs.luriechildrens.org/us/en/transport-team,Board registration read back from live database.,no_url_at_all
"Paul, Weiss, Rifkind, Wharton & Garrison LLP",Further adapter investigation required,,,,https://paulweiss.taleo.net/careersection/ex/jobdetail.ftl?job=45031,,needs_adapter
Tiffany & Co.,Public portal restricted during check,,,,https://www.tiffany.com/faq/career-faq/does-tiffany-offer-part-time-or-temporary-positions/,,no_url_at_all
EDP Renewables North America,Further adapter investigation required,,,,https://edp.com/en/north-america/na/powering-america,,no_url_at_all
"EnTech Engineering, PC",Further adapter investigation required,,,,https://careers.entech-pc.com/careers/45285-General/jobs/16847961-Associate-Program-Manager/?ref=Indeed,,needs_adapter
Norfolk Southern,Added and verified,https://jobs.nscorp.com,successfactors,77,https://jobs.nscorp.com/job/Atlanta-Lead-Data-Engineer-%28Databricks%2C-Big-Data%29-GA-30308/1431206700/,Board registration read back from live database.,needs_adapter
THEMESOFT,Further adapter investigation required,,,,https://themesoftinc.oorwin.ai/#/careers/index.html/job/details/7a36c55bbf612bca818609f5dd8e5d2b6aa2c803?source=indeed&postedby=294,,needs_adapter
Zelis Healthcare,Added and verified,https://zelis.wd115.myworkdayjobs.com/ZelisCareers,workday,89,https://careers.zelis.com/us/en/job/JR111710,Board registration read back from live database.,needs_adapter
